"91153","SANTA ROSA DE FLANDES"
"91154","TAURA"
"91200","NARANJITO"
"91250","NARANJITO"
"91300","PALESTINA"
"91350","PALESTINA"
"91400","PEDRO CARBO"
"91450","PEDRO CARBO"
"91451","VALLE DE LA VIRGEN"
"91452","SABANILLA"
"91600","SAMBORONDON"
"91601","SAMBORONDON"
"91602","LA PUNTILLA"
"91650","SAMBORONDON"
"91651","TARIFA"
"91800","SANTA LUCIA"
"91850","SANTA LUCIA"
"91900","SALITRE (URBINA JADO)"
"91901","BOCANA"
"91902","CANDILEROS"
"91903","CENTRAL"
"91904","PARAISO"
"91905","SAN MATEO"
"91950","EL SALITRE (LAS RAMAS)"
"91951","GENERAL VERNAZA (DOS ESTE"
"91952","LA VICTORIA (ÑAUZA)"
"91953","JUNQUILLAL"
"92000","SAN JACINTO DE YAGUACHI"
"92050","SAN JACINTO DE JAHUACHI"
"92053","GRAL. PEDRO J. MONTERO"
"92055","YAGUACHI VIEJO (CONE)"
"92056","VIRGEN DE FATIMA"
"92100","PLAYAS (GENERAL VILLAMIL)"
"92150","GENERAL VILLAMIL(PLAYAS)"
"92200","SIMON BOLIVAR"
"92250","SIMON BOLIVAR"
"92251","CRNEL.LORENZO DE GARAICOA"
"92300","CORONEL MARCELINO MARIDUE"
"92350","CORONEL MARCELINO MARIDUE"
"92400","LOMAS DE SARGENTILLO"
"92450","LOMAS DE SARGENTILLO"
"92500","NOBOL(VICENTE PIEDRAHITA)"
"92550","NARCISA DE JESUS"
"92700","GENERAL ANTONIO ELIZALDE"
"92750","GENERAL ANTONIO ELIZALDE-"
"92800","ISIDRO AYORA"
"92850","ISIDRO AYORA"
"100000","IMBABURA"
"100100","IBARRA"
"100101","CARANQUI"
"100102","GUAYAQUIL DE ALPACHACA"
"100103","SAGRARIO"
"100104","SAN FRANCISCO"
"100105","LA DOLOROSA DEL PRIORAT"
"100150","IBARRA"
"100151","AMBUQUI"
"100152","ANGOCHAGUA"
"100153","CAROLINA"
"100154","LA ESPERANZA"
"100155","LITA"
"100156","SALINAS"
"100157","SAN ANTONIO"
"100200","ANTONIO ANTE"
"100201","ANDRADE MARIN (LOURDES)"
"100202","ATUNTAQUI"
"100250","ATUNTAQUI"
"100251","IMBAYA (SAN LUIS DE COBUE"
"100252","SAN FRANCISCO DE NATABUEL"
"100253","SAN JOSE DE CHALTURA"
"100254","SAN ROQUE"
"100300","COTACACHI"
"100301","SAGRARIO"
"100302","SAN FRANCISCO"
"100350","COTACACHI"
"100351","APUELA"
"100352","GARCIA MORENO (LLURIMAGU"
"100353","IMANTAG"
"100354","PEÑAHERRERA"
"100355","PLAZA GUTIERREZ (CALVARI"
"100356","QUIROGA"
"100357","6 DE JULIO DE CUELLAJE"
"100358","VACAS GALINDO (EL CHURO)"
"100400","OTAVALO"
"100401","JORDAN"
"100402","SAN LUIS"
"100450","OTAVALO"
"100451","DR. MIGUEL EGAS CABEZAS"
"100452","EUGENIO ESPEJO (CALPAQUI)"
"100453","GONZALEZ SUAREZ"
"100454","PATAQUI"
"100455","SAN JOSE DE QUICHINCHE"
"100456","SAN JUAN DE ILUMAN"
"100457","SAN PABLO"
"100458","SAN RAFAEL"
"100459","SELVA ALEGRE (CABECERA)"
"100500","PIMAMPIRO"
"100550","PIMAMPIRO"
"100551","CHUGA"
"100552","MARIANO ACOSTA"
"100553","SAN FRANCISCO DE SIGSIPAM"
"100600","SAN MIGUEL DE URCUQUI"
"100650","URCUQUI"
"100651","CAHUASQUI"
"100652","LA MERCED DE BUENOS AIRES"
"100653","PABLO ARENAS"
"100654","SAN BLAS"
"100655","TUMBABIRO"
"110000","LOJA"
"110100","LOJA"
"110101","EL SAGRARIO"
"110102","SAN SEBASTIAN"
"110103","SUCRE"
"110104","VALLE"
"110150","LOJA"
"110151","CHANTACO"
"110152","CHUQUIRIBAMBA"
"110153","EL CISNE"
"110154","GUALEL"
"110155","JIMBILLA"
"110156","MALACATOS (VALLADOLID)"
"110157","SAN LUCAS"
"110158","SAN PEDRO DE VILCABAMBA"
"110159","SANTIAGO"
"110160","TAQUIL (MIGUEL RIOFRIO)"
"110161","VILCABAMBA (VICTORIA)"
"110162","YANGANA (ARSENIO CASTILLO"
"110163","QUINARA"
"110200","CALVAS"
"110201","CARIAMANGA"
"110202","CHILE"
"110203","SAN VICENTE"
"110250","CARIAMANGA"
"110251","COLAISACA"
"110252","EL LUCERO"
"110253","UTUANA"
"110254","SANGILLIN"
"110300","CATAMAYO"
"110301","CATAMAYO"
"110302","SAN JOSE"
"110350","CATAMAYO (LA TOMA)"
"110351","EL TAMBO"
"110352","GUAYQUICHUMA"
"110353","SAN PEDRO DE LA BENDITA"
"110354","ZAMBI"
"110400","CELICA"
"110450","CELICA"
"110451","CRUZPAMBA (CABECERA)"
"110455","POZUL (SAN JUAN DE POZUL)"
"110456","SABANILLA"
"110457","TNTE. MAXIMILIANO RODRIGU"
"110500","CHAHUARPAMBA"
"110550","CHAGUARPAMBA"
"110551","BUENAVISTA"
"110552","EL ROSARIO"
"110553","SANTA RUFINA"
"110554","AMARILLOS"
"110600","ESPINDOLA"
"110650","AMALUZA"
"110651","BELLAVISTA"
"110652","JIMBURA"
"110653","SANTA TERESITA"
"110654","27 DE ABRIL (CAB. NARANJA)"
"110655","EL INGENIO"
"110656","EL AIRO"
"110700","GONZANAMA"
"110750","GONZANAMA"
"110751","CHANGAIMINA (LA LIBERTAD)"
"110753","NAMBACOLA"
"110754","PURUNUMA (EGUIGUREN)"
"110756","SACAPALCA"
"110800","MACARA"
"110801","GENERAL ELOY ALFARO"
"110802","MACARA(MANUEL ENRIQUE)"
"110850","MACARA"
"110851","LARAMA"
"110852","LA VICTORIA"
"110853","SABIANGO (LA CAPILLA)"
"110900","PALTAS"
"110901","CATACOCHA"
"110902","LOURDES"
"110950","CATACOCHA"
"110951","CANGONAMA"
"110952","GUACHANAMA"
"110954","LAURO GUERRERO"
"110956","ORIANGA"
"110957","SAN ANTONIO"
"110958","CASANGA"
"110959","YAMANA"
"111000","PUYANGO"
"111050","ALAMOR"
"111051","CIANO"
"111052","EL ARENAL"
"111053","EL LIMO (MARIANA DE JESUS"
"111054","MERCADILLO"
"111055","VICENTINO"
"111100","SARAGURO"
"111150","SARAGURO"
"111151","EL PARAISO DE CELEN"
"111152","EL TABLON"
"111153","LLUZHAPA"
"111154","MANU"
"111155","SAN ANTONIO DE QUMBE (CUM"
"111156","SAN PABLO DE TENTA"
"111157","SAN SEBASTIAN DE YULUC"
"111158","SELVA ALEGRE"
"111159","URDANETA (PAQUISHAPA)"
"111160","SUMAYPAMBA"
"111200","SOZORANGA"
"111250","SOZORANGA,CABECERA"
"111251","NUEVA FATIMA"
"111252","TACAMOROS"
"111300","ZAPOTILLO"
"111350","ZAPOTILLO"
"111351","CAZADEROS (CAB.EN MANGA-"
"111352","GARZAREAL"
"111353","LIMONES"
"111354","PALETILLAS"
"111355","BOLASPAMBA"
"111400","PINDAL"
"111450","PINDAL"
"111451","CHAQUINAL"
"111452","12 DE DICIEMBRE (CABECERA"
"111500","QUILANGA"
"111550","QUILANGA"
"111551","FUNDOCHAMBA"
"111552","SAN ANTONIO DE LAS ARADAS"
"111600","OLMEDO"
"111650","OLMEDO"
"111651","LA TINGUE"
"120000","LOS RIOS"
"120100","BABAHOYO"
"120101","CLEMENTE BAQUERIZO"
"120102","DR.CAMILO PONCE"
"120103","BARREIRO"
"120104","EL SALTO"
"120150","BABAHOYO"
"120152","CARACOL"
"120153","FEBRES CORDERO (LAS JUNTA"
"120154","PIMOCHA"
"120155","LA UNION"
"120200","BABA"
"120250","BABA"
"120251","GUARE"
"120252","ISLA DE BEJUCAL"
"120300","MONTALVO"
"120350","MONTALVO"
"120400","PUEBLOVIEJO"
"120450","PUEBLOVIEJO"
"120451","PUERTO PECHICHE"
"120452","SAN JUAN"
"120500","QUEVEDO"
"120501","QUEVEDO"
"120502","SAN CAMILO"
"120504","GUAYACAN"
"120505","NICOLAS INFANTE DIAZ"
"120506","SAN CRISTOBAL"
"120507","SIETE DE OCTUBRE"
"120508","24 DE MAYO"
"120509","VENUS DEL RIO QUEVEDO"
"120510","VIVA ALFARO"
"120550","QUEVEDO"
"120553","SAN CARLOS"
"120555","LA ESPERANZA"
"120600","URDANETA"
"120650","CATARAMA"
"120651","RICAURTE"
