"01015000380602503101","1","1",\N,"0","0","600","4","3","0",\N,\N,"1","2","5","1","2","1","1","1","1","1","1","1","1","1","0101500038060250301"
"01015000380602504101","1","1",\N,"0","0","300","4","2","0",\N,\N,"1","2","5","1","1","1","4","1","1","1","1","1","1","1","0101500038060250401"
"01015000380602505101",\N,"1",\N,"0","0","50","1","1","0",\N,\N,"1","2","6","1","1","1","2","1","1","1","1","1","1","1","0101500038060250501"
"01015000380602506101","1","1",\N,"0","0","500","6","4","0",\N,\N,"1","2","4","1","1","1","4","1","1","1","1","1","1","1","0101500038060250601"
"01015000380602507101","1","1",\N,"0","0","200","3","2","1",\N,\N,"1","2","4","1","1","1","1","1","1","1","1","1","1","1","0101500038060250701"
"01015000390102601102","1","1",\N,"0","0","250","4","3","0",\N,\N,"1","2","3","1","1","1","4","1","1","2","1","1","1","1","0101500039010260102"
"01015000390102602102","1","1",\N,"0","0","250","4","3","0",\N,\N,"1","2","1","1","1","1","2","1","1","1","1","1","1","1","0101500039010260202"
"01015000390102603102","1","1",\N,"0","0","200","5","4","0",\N,\N,"1","2","5","1","1","1","6","1","1","1","1","1","1","1","0101500039010260302"
"01015000390102604102","1","1","1","0","0","180","3","2","0",\N,\N,"1","2","5","1","2","1","4","1","1","1","1","1","1","1","0101500039010260402"
"01015000390102605102","2","1","1","0","0","120","4","3","0",\N,\N,"1","2","5","1","1","1","6","1","1","1","1","1","1","1","0101500039010260502"
"01015000390102606102",\N,"1",\N,"0","0","150","4","2","0",\N,\N,"1","2","4","1","2","3","4","2","2","2","1","1","1","1","0101500039010260602"
"01015000390102607102","1","1",\N,"0","0","500","12","4","0",\N,\N,"1","2","4","1","1","3","4","1","1","1","1","1","1","1","0101500039010260702"
"01015000390304102102","1","1",\N,"0","0","230","4","3","0",\N,\N,"1","2","1","1","1","1","6","1","1","2","1","1","1","1","0101500039030410202"
"01015000390304103102","1","1",\N,"0","0","250","3","1","0",\N,\N,"1","2","5","1","1","1","6","2","1","3","1","1","1","1","0101500039030410302"
"01015000390304104102","1","1",\N,"0","0","200","4","3","0",\N,\N,"1","2","4","1","2","1","2","1","1","1","1","1","1","1","0101500039030410402"
"01015000390304105102","1","1",\N,"0","0","200","4","3","0",\N,\N,"1","2","4","1","1","1","2","1","1","2","1","1","1","1","0101500039030410502"
"01015000390304108102","1","1",\N,"0","0","500","5","4","1",\N,\N,"1","2","4","1","1","1","2","1","1","2","1","1","1","1","0101500039030410802"
"01015000390304109102","2","1",\N,"0","0","200","4","3","0",\N,\N,"1","1","5","1","2","1","6","1","1","1","1","1","1","1","0101500039030410902"
"01015000390304110102",\N,"1",\N,"0","0","150","2","1","0",\N,\N,"1","2","5","1","1","1","2","1","1","1","1","1","1","1","0101500039030411002"
"01015000490102701103",\N,"1",\N,"0","0","150","2","1","0",\N,\N,"1","2","4","1","1","1","3","1","1","1","1","1","1","1","0101500049010270103"
"01015000490102702103",\N,"0",\N,"0","0","90","1","1","0",\N,\N,"2","2","1","1","4","3","6","1","1","1","1","1","1","2","0101500049010270203"
"01015000490102703103",\N,"1",\N,"0","0","200","2","2","0",\N,\N,"1","2","4","3","1","1","2","1","1","1","1","1","1","2","0101500049010270303"
"01015000490102703203","1","1",\N,"0","0","100","1","1","0",\N,\N,"1","2","5","3","1","1","2","2","1","2","1","1","1","2","0101500049010270303"
"01015000490102704103",\N,"1",\N,"0","0","120","3","2","0",\N,\N,"1","2","4","1","4","1","2","2","1","1","1","1","1","1","0101500049010270403"
"01015000490102706103",\N,"1",\N,"0","0","170","3","2","0",\N,\N,"1","2","1","1","2","1","1","1","1","1","1","1","1","1","0101500049010270603"
"01015000490102707103","1","1",\N,"0","0","200","3","2","0",\N,\N,"1","2","5","1","2","1","2","1","1","1","1","1","1","1","0101500049010270703"
"01015000490102708103","1","1",\N,"0","0","500","5","5","0",\N,\N,"1","2","4","1","2","1","4","1","1","1","1","1","1","1","0101500049010270803"
"01015000510103101102","1","1",\N,"0","0","175","4","3","0",\N,\N,"1","2","1","1","1","1","3","2","2","1","1","1","1","1","0101500051010310102"
"01015000510103103102",\N,"1",\N,"1","1","195","4","3","0",\N,\N,"1","2","1","1","1","1","1","1","2","2","1","1","1","1","0101500051010310302"
"01015000510103104102",\N,"1",\N,"1","1","250","3","2","0",\N,\N,"1","2","1","1","2","1","1","2","2","2","1","1","1","1","0101500051010310402"
"01015000510103106102",\N,"1",\N,"0","0","160","5","3","0",\N,\N,"1","2","1","1","1","1","1","1","1","1","1","1","1","1","0101500051010310602"
"01015000510103107102",\N,"1",\N,"0","0","300","7","5","0",\N,\N,"1","2","4","1","1","1","4","1","1","1","1","1","1","1","0101500051010310702"
"01015000510103109102",\N,"1",\N,"0","0","165","3","2","0",\N,\N,"1","2","1","1","1","1","1","2","2","2","1","1","1","1","0101500051010310902"
"01015000510103110102","1","1",\N,"1","0","150","4","3","0",\N,\N,"1","2","1","1","1","1","1","3","3","2","1","1","1","1","0101500051010311002"
"01015000510302501101",\N,"1",\N,"0","0","70","1","1","0",\N,\N,"2","2","1","1","1","1","1","1","1","2","1","1","1","2","0101500051030250101"
"01015000510302502101","1","1",\N,"0","0","50","3","3","0",\N,\N,"1","2","1","1","4","1","2","1","1","1","1","1","1","1","0101500051030250201"
"01015000510302503101","1","1",\N,"0","0","120","1","1","0",\N,\N,"1","2","1","1","4","1","3","2","2","2","1","1","1","2","0101500051030250301"
"01015000510302504101",\N,"0",\N,"0","0","80","1","1","0",\N,\N,"2","2","1","1","2","1","6","1","1","1","1","1","4","2","0101500051030250401"
"01015000510302505101",\N,"0",\N,"0","0","80","1","0","0",\N,\N,"2","2","1","1","2","1","1","2","1","2","1","1","1","2","0101500051030250501"
"01015000510302506101","1","1",\N,"0","0","200","4","3","0",\N,\N,"1","2","1","1","2","1","2","1","1","1","1","1","1","1","0101500051030250601"
"01015000510302507101",\N,"1",\N,"0","0","120","1","1","0",\N,\N,"1","2","1","1","2","3","6","1","1","1","1","1","1","1","0101500051030250701"
"01015000520304101102","1","1",\N,"0","0","300","4","3","0",\N,\N,"1","2","4","1","1","1","2","2","2","2","1","1","1","1","0101500052030410102"
"01015000520304103102",\N,"1",\N,"0","0","100","5","4","0",\N,\N,"1","2","4","1","2","1","4","2","2","2","1","1","1","1","0101500052030410302"
"01015000520304104102",\N,"1",\N,"1","1","200","3","2","0",\N,\N,"1","2","1","1","2","1","1","2","2","2","1","1","1","1","0101500052030410402"
"01015000520304105102",\N,"1",\N,"0","0","350","5","4","0",\N,\N,"1","2","1","1","2","1","2","2","2","2","1","1","1","1","0101500052030410502"
"01015000520304106102","1","1",\N,"0","0","400","4","3","0",\N,\N,"1","2","4","1","1","1","2","2","2","2","1","1","1","1","0101500052030410602"
"01015000520304109102",\N,"1",\N,"0","0","300","4","3","0",\N,\N,"1","2","4","1","1","1","6","3","2","2","1","1","1","1","0101500052030410902"
"01015000520304110102","1","1","2","0","0","500","4","3","0",\N,\N,"1","2","3","1","2","1","2","2","1","2","1","1","1","1","0101500052030411002"
"01015000540104101102","1","1",\N,"0","0","200","4","3","0",\N,\N,"1","2","4","1","4","1","2","1","2","2","1","1","1","1","0101500054010410102"
"01015000540104104102","1","1",\N,"0","0","200","5","2","0",\N,\N,"1","2","4","1","2","1","3","2","2","2","1","1","1","1","0101500054010410402"
"01015000540104105102",\N,"1",\N,"0","0","160","2","1","0",\N,\N,"1","2","1","1","2","3","4","2","1","2","1","1","1","1","0101500054010410502"
"01015000540104106102",\N,"1",\N,"1","1","160","2","1","0",\N,\N,"1","2","1","1","1","1","2","1","1","1","1","1","1","1","0101500054010410602"
"01015000540104107102",\N,"1",\N,"0","0","50","1","1","0",\N,\N,"1","2","5","1","4","1","2","3","2","3","1","1","1","2","0101500054010410702"
"01015000540104108102",\N,"1",\N,"1","1","200","3","2","0",\N,\N,"1","2","1","1","2","1","1","1","1","1","1","1","1","1","0101500054010410802"
"01015000540104109102",\N,"1",\N,"0","0","250","4","3","0",\N,\N,"1","2","4","1","1","1","4","2","2","2","1","1","1","1","0101500054010410902"
"01015000560102701103",\N,"1",\N,"0","0","250","4","3","0",\N,\N,"1","2","5","1","1","1","2","1","1","1","1","1","1","1","0101500056010270103"
"01015000560102702103",\N,"1","1","0","0","250","5","4","0",\N,\N,"1","2","4","1","1","1","4","1","1","3","1","1","1","1","0101500056010270203"
"01015000560102703103",\N,"1",\N,"0","0","150","3","1","0",\N,\N,"1","2","5","1","1","3","4","1","3","3","1","1","1","1","0101500056010270303"
"01015000560102704103","2","1",\N,"0","0","300","5","4","0",\N,\N,"1","2","4","1","1","1","1","1","1","1","1","1","3","1","0101500056010270403"
"01015000560102705103",\N,"1",\N,"0","0","300","4","3","0",\N,\N,"1","2","4","1","1","1","2","1","1","1","1","1","1","1","0101500056010270503"
"01015000560102706103",\N,"1",\N,"0","0","250","4","3","0",\N,\N,"1","2","4","1","2","1","2","2","2","2","1","1","1","1","0101500056010270603"
"01015000560102707103",\N,"0",\N,"1","1","90","1","0","0",\N,\N,"1","2","1","1","1","3","4","1","2","1","1","1","3","2","0101500056010270703"
"01015000570102501101",\N,"1",\N,"0","0","300","6","5","0",\N,\N,"1","2","4","1","2","1","1","1","1","1","1","1","1","1","0101500057010250101"
"01015000570102502101",\N,"0",\N,"0","0","150","1","0","0",\N,\N,"1","2","1","1","1","1","3","1","1","1","1","1","1","1","0101500057010250201"
"01015000570102503101",\N,"1",\N,"0","0","130","3","2","0",\N,\N,"1","2","1","1","1","1","6","1","1","2","1","1","1","1","0101500057010250301"
"01015000570102504101",\N,"1",\N,"0","0","200","3","2","0",\N,\N,"1","2","4","1","1","1","2","1","1","1","1","1","1","1","0101500057010250401"
"01015000570102505101",\N,"1",\N,"0","0","300","5","4","0",\N,\N,"1","2","4","1","5","1","2","2","1","2","1","1","1","1","0101500057010250501"
"01015000570102506101",\N,"1","1","0","0","350","6","4","1",\N,\N,"1","2","1","1","2","1","3","1","1","1","1","1","1","1","0101500057010250601"
"01015000570102507101",\N,"1",\N,"0","0","300","5","4","0",\N,\N,"1","2","4","1","2","1","2","1","1","1","1","1","1","1","0101500057010250701"
"01015000620203701101",\N,"1",\N,"0","0","250","4","3","0",\N,\N,"1","2","5","1","2","1","6","1","1","2","1","1","1","1","0101500062020370101"
"01015000620203702101",\N,"1","2","0","1","150","3","2","0",\N,\N,"1","2","1","2","2","1","2","1","1","2","1","1","1","1","0101500062020370201"
"01015000620203703101","1","1",\N,"0","0","400","6","3","0",\N,\N,"1","2","4","1","1","1","2","1","1","1","1","1","1","1","0101500062020370301"
"01015000620203704101","1","1",\N,"0","0","180","3","2","1",\N,\N,"1","2","1","2","4","1","2","2","2","1","1","1","1","1","0101500062020370401"
"01015000620203706101","1","1",\N,"0","0","250","4","2","0",\N,\N,"1","2","4","1","2","1","2","2","2","2","1","1","1","1","0101500062020370601"
"01015000620203707101","1","1",\N,"0","0","300","4","3","0",\N,\N,"1","2","4","1","2","1","4","1","1","1","1","1","1","1","0101500062020370701"
"01015000620203708101",\N,"1",\N,"0","0","350","4","3","0",\N,\N,"1","2","4","1","1","1","1","1","1","1","1","1","1","1","0101500062020370801"
"01015000630302601102","1","1",\N,"0","0","150","4","3","0",\N,\N,"1","2","1","1","1","1","6","1","1","1","1","1","1","1","0101500063030260102"
"01015000630302602102",\N,"1",\N,"0","0","100","2","1","0",\N,\N,"1","2","1","1","2","1","6","2","1","2","1","1","1","2","0101500063030260202"
"01015000630302603102",\N,"1","1","0","0","230","4","3","0",\N,\N,"1","2","1","1","2","1","6","1","1","1","1","1","1","1","0101500063030260302"
"01015000630302604102","1","1",\N,"0","0","250","5","4","0",\N,\N,"1","2","1","1","1","1","2","1","1","1","1","1","1","1","0101500063030260402"
"01015000630302605102",\N,"1",\N,"0","0","250","4","3","0",\N,\N,"1","2","1","1","2","1","2","1","1","1","1","1","1","1","0101500063030260502"
"01015000630302607102","1","1",\N,"0","0","250","4","3","0",\N,\N,"1","2","5","1","1","1","4","1","1","1","1","1","1","1","0101500063030260702"
"01015000630302608102","1","1",\N,"0","0","250","5","3","0",\N,\N,"1","2","5","1","1","1","2","1","1","1","1","1","1","1","0101500063030260802"
"01015000650404201103","1","1",\N,"0","0","450","5","4","0",\N,\N,"1","2","1","1","1","1","2","1","1","1","1","1","1","1","0101500065040420103"
"01015000650404202103",\N,"1",\N,"0","0","80","4","2","0",\N,\N,"1","1","1","1","2","1","6","1","1","1","1","1","1","1","0101500065040420203"
"01015000650404203103",\N,"1",\N,"0","0","300","5","4","0",\N,\N,"1","2","4","1","1","1","2","1","1","1","1","1","1","1","0101500065040420303"
"01015000650404204103","2","1",\N,"0","0","400","5","4","0",\N,\N,"1","2","4","1","1","1","2","1","1","1","1","1","1","1","0101500065040420403"
"01015000650404205103","1","1",\N,"0","0","500","5","4","0",\N,\N,"1","2","3","1","1","1","2","1","1","1","1","1","1","1","0101500065040420503"
"01015000650404206103",\N,"1",\N,"0","0","300","7","6","0",\N,\N,"1","2","4","1","1","1","2","1","1","1","1","1","1","1","0101500065040420603"
"01015000650404208103","1","1",\N,"0","0","100","5","4","0",\N,\N,"1","2","1","1","1","1","2","1","1","1","1","1","1","1","0101500065040420803"
"01015000660204202103",\N,"1",\N,"0","0","200","3","2","0",\N,\N,"1","2","5","1","1","3","6","2","2","2","1","1","1","1","0101500066020420203"
"01015000660204203103",\N,"1",\N,"0","0","180","3","2","0",\N,\N,"1","2","1","1","1","1","2","1","1","2","1","1","1","1","0101500066020420303"
"01015000660204205103",\N,"1",\N,"0","0","50","2","1","0",\N,\N,"1","2","4","1","7","7","3","3","2","2","1","1","1","1","0101500066020420503"
"01015000660204206103",\N,"1",\N,"0","0","200","3","2","1",\N,\N,"1","2","4","1","1","3","2","1","2","1","1","1","1","1","0101500066020420603"
"01015000660204208103",\N,"1",\N,"0","0","20","6","5","0",\N,\N,"1","2","4","2","1","3","4","3","3","2","1","1","2","1","0101500066020420803"
"01015000660204209103","1","1",\N,"0","0","250","4","3","0",\N,\N,"1","2","4","1","1","1","2","1","1","1","1","1","1","1","0101500066020420903"
"01015000660204210103",\N,"1",\N,"1","1","220","3","2","0",\N,\N,"1","2","1","1","1","1","6","1","1","1","1","1","1","1","0101500066020421003"
"01015000750102501101",\N,"1",\N,"0","0","250","6","4","1",\N,\N,"1","2","3","1","2","1","4","1","1","1","1","1","1","1","0101500075010250101"
"01015000750102502101",\N,"1",\N,"0","0","300","7","4","0",\N,\N,"1","2","3","1","1","1","2","1","1","2","1","1","1","1","0101500075010250201"
"01015000750102503101",\N,"1",\N,"0","0","150","5","3","0",\N,\N,"1","2","1","1","2","1","2","3","1","2","1","1","1","1","0101500075010250301"
"01015000750102505101","1","1",\N,"0","0","200","4","3","0",\N,\N,"1","2","5","1","2","1","2","2","2","2","1","1","1","1","0101500075010250501"
"01015000750102506101","1","1",\N,"0","0","250","7","4","0",\N,\N,"1","2","4","1","1","1","2","3","1","3","1","1","1","1","0101500075010250601"
"01015000750102507101",\N,"1",\N,"0","0","200","3","2","0",\N,\N,"1","2","1","1","2","1","1","2","2","1","1","1","1","1","0101500075010250701"
"01015000750102508101","2","1",\N,"0","0","200","6","4","0",\N,\N,"1","2","5","1","2","1","2","1","1","1","1","1","1","1","0101500075010250801"
"01015000750204201103",\N,"1",\N,"0","0","200","3","2","0",\N,\N,"1","2","4","1","2","1","2","1","1","1","1","1","1","1","0101500075020420103"
"01015000750204202103","2","1",\N,"0","0","250","8","6","0",\N,\N,"1","2","4","1","1","1","4","1","1","1","1","1","1","1","0101500075020420203"
"01015000750204203103",\N,"1",\N,"0","0","150","4","3","0",\N,\N,"1","2","5","1","2","1","1","1","1","1","1","1","1","1","0101500075020420303"
"01015000750204204103","1","1",\N,"0","0","200","6","5","0",\N,\N,"1","2","1","1","1","1","2","1","1","2","1","1","1","1","0101500075020420403"
"01015000750204205103","1","1",\N,"0","0","250","4","3","0",\N,\N,"1","2","4","1","2","1","2","1","1","1","1","1","1","1","0101500075020420503"
"01015000750204206103",\N,"1",\N,"0","0","220","4","3","0",\N,\N,"1","2","5","1","1","1","4","1","1","1","1","1","1","1","0101500075020420603"
"01015000750204207103",\N,"1",\N,"0","0","350","5","4","1",\N,\N,"1","2","1","1","1","1","2","1","1","1","1","1","1","1","0101500075020420703"
"01015000770302601102",\N,"1",\N,"0","0","100","1","1","0",\N,\N,"1","2","6","1","4","1","2","2","1","1","1","1","1","1","0101500077030260102"
"01015000770302602102","1","1",\N,"0","0","200","5","3","0",\N,\N,"1","2","4","1","1","1","2","1","1","2","1","1","1","1","0101500077030260202"
"01015000770302603102",\N,"1",\N,"0","0","250","6","4","0",\N,\N,"1","2","4","1","2","1","1","1","1","1","1","1","1","1","0101500077030260302"
"01015000770302604102","1","1",\N,"0","0","250","4","3","0",\N,\N,"1","2","1","1","2","1","1","1","1","1","1","1","1","1","0101500077030260402"
"01015000770302605102","1","1",\N,"0","0","250","4","3","0",\N,\N,"1","2","4","1","1","1","2","1","1","1","1","1","1","1","0101500077030260502"
"01015000770302606102",\N,"1",\N,"0","0","350","5","4","0",\N,\N,"1","2","5","1","2","1","2","1","1","1","1","1","1","1","0101500077030260602"
"01015000770302607102","1","1",\N,"0","0","300","6","4","0",\N,\N,"1","2","1","1","2","1","4","1","1","1","1","1","1","1","0101500077030260702"
