"0101500093030280201","9303","u","2","10150","202301","1","1"
"0101500093030280301","9303","u","3","10150","202301","1","1"
"0101500093030280401","9303","u","4","10150","202301","1","1"
"0101500093030280501","9303","u","5","10150","202301","1","1"
"0101500093030280601","9303","u","6","10150","202301","1","1"
"0101500093030280701","9303","u","7","10150","202301","1","1"
"0101500102040260102","10204","u","1","10150","202302","1","1"
"0101500102040260202","10204","u","2","10150","202302","1","1"
"0101500102040260302","10204","u","3","10150","202302","3","3"
"0101500102040260402","10204","u","4","10150","202302","1","2"
"0101500102040260502","10204","u","5","10150","202302","1","1"
"0101500102040260602","10204","u","6","10150","202302","1","1"
"0101500102040260702","10204","u","7","10150","202302","1","1"
"0101500104010270103","10401","u","1","10150","202303","1","1"
"0101500104010270203","10401","u","2","10150","202303","1","2"
"0101500104010270303","10401","u","3","10150","202303","1","1"
"0101500104010270403","10401","u","4","10150","202303","1","1"
"0101500104010270503","10401","u","5","10150","202303","1","1"
"0101500104010270603","10401","u","6","10150","202303","1","2"
"0101500104010270703","10401","u","7","10150","202303","1","1"
"0101500113010320102","11301","u","1","10150","202302","1","1"
"0101500113010320202","11301","u","2","10150","202302","1","1"
"0101500113010320302","11301","u","3","10150","202302","1","1"
"0101500113010320402","11301","u","4","10150","202302","1","1"
"0101500113010320502","11301","u","5","10150","202302","1","1"
"0101500113010320702","11301","u","7","10150","202302","1","2"
"0101500113010320802","11301","u","8","10150","202302","1","1"
"0101500114020370101","11402","u","1","10150","202301","1","1"
"0101500114020370201","11402","u","2","10150","202301","1","1"
"0101500114020370301","11402","u","3","10150","202301","1","1"
"0101500114020370401","11402","u","4","10150","202301","1","1"
"0101500114020370501","11402","u","5","10150","202301","1","1"
"0101500114020370601","11402","u","6","10150","202301","1","1"
"0101500114020370701","11402","u","7","10150","202301","1","1"
"0101500114030280101","11403","u","1","10150","202301","1","1"
"0101500114030280201","11403","u","2","10150","202301","1","1"
"0101500114030280401","11403","u","4","10150","202301","1","1"
"0101500114030280501","11403","u","5","10150","202301","1","1"
"0101500114030280601","11403","u","6","10150","202301","1","2"
"0101500114030280701","11403","u","7","10150","202301","1","1"
"0101500114030280901","11403","u","9","10150","202301","1","1"
"0101500115010370101","11501","u","1","10150","202301","1","1"
"0101500115010370401","11501","u","4","10150","202301","1","1"
"0101500115010370501","11501","u","5","10150","202301","1","1"
"0101500115010370601","11501","u","6","10150","202301","1","1"
"0101500115010370701","11501","u","7","10150","202301","1","1"
"0101500115010370801","11501","u","8","10150","202301","1","1"
"0101500115010370901","11501","u","9","10150","202301","1","1"
"0101500119020350103","11902","u","1","10150","202303","1","2"
"0101500119020350203","11902","u","2","10150","202303","1","1"
"0101500119020350303","11902","u","3","10150","202303","1","1"
"0101500119020350403","11902","u","4","10150","202303","1","1"
"0101500119020350503","11902","u","5","10150","202303","1","1"
"0101500119020350603","11902","u","6","10150","202303","1","1"
"0101500119020350703","11902","u","7","10150","202303","1","2"
"0101500126010420103","12601","u","1","10150","202303","1","1"
"0101500126010420203","12601","u","2","10150","202303","1","2"
"0101500126010420303","12601","u","3","10150","202303","1","4"
"0101500126010420403","12601","u","4","10150","202303","1","3"
"0101500126010420503","12601","u","5","10150","202303","1","1"
"0101500126010420603","12601","u","6","10150","202303","1","1"
"0101500126010420703","12601","u","7","10150","202303","1","2"
"0101500127020320102","12702","u","1","10150","202302","1","2"
"0101500127020320202","12702","u","2","10150","202302","1","1"
"0101500127020320302","12702","u","3","10150","202302","1","1"
"0101500127020320402","12702","u","4","10150","202302","1","3"
"0101500127020320502","12702","u","5","10150","202302","1","1"
"0101500127020320602","12702","u","6","10150","202302","1","1"
"0101500127020320702","12702","u","7","10150","202302","1","2"
"0101500131030320102","13103","u","1","10150","202302","1","1"
"0101500131030320202","13103","u","2","10150","202302","1","1"
"0101500131030320302","13103","u","3","10150","202302","1","1"
"0101500131030320402","13103","u","4","10150","202302","1","1"
"0101500131030320502","13103","u","5","10150","202302","1","1"
"0101500131030320602","13103","u","6","10150","202302","1","1"
"0101500131030320702","13103","u","7","10150","202302","1","1"
"0101500133020320202","13302","u","2","10150","202302","1","1"
"0101500133020320402","13302","u","4","10150","202302","1","1"
"0101500133020320502","13302","u","5","10150","202302","1","2"
"0101500133020320602","13302","u","6","10150","202302","1","2"
"0101500133020320702","13302","u","7","10150","202302","1","1"
"0101500133020320802","13302","u","8","10150","202302","1","1"
"0101500133020320902","13302","u","9","10150","202302","1","2"
"0101500137010420203","13701","u","2","10150","202303","1","1"
"0101500137010420303","13701","u","3","10150","202303","3","1"
"0101500137010420403","13701","u","4","10150","202303","1","1"
"0101500137010420503","13701","u","5","10150","202303","1","2"
"0101500137010420603","13701","u","6","10150","202303","3","2"
"0101500137010420703","13701","u","7","10150","202303","3","1"
"0101500137010420803","13701","u","8","10150","202303","3","1"
"0101500139050290101","13905","u","1","10150","202301","1","1"
"0101500139050290201","13905","u","2","10150","202301","1","1"
"0101500139050290301","13905","u","3","10150","202301","1","1"
"0101500139050290401","13905","u","4","10150","202301","1","1"
"0101500139050290501","13905","u","5","10150","202301","1","1"
"0101500139050290601","13905","u","6","10150","202301","1","2"
"0101500139050290901","13905","u","9","10150","202301","1","1"
"0101500141020320102","14102","u","1","10150","202302","1","1"
"0101500141020320202","14102","u","2","10150","202302","1","1"
"0101500141020320302","14102","u","3","10150","202302","1","2"
"0101500141020320402","14102","u","4","10150","202302","1","1"
"0101500141020320502","14102","u","5","10150","202302","1","2"
"0101500141020320602","14102","u","6","10150","202302","1","2"
"0101500141020320702","14102","u","7","10150","202302","1","2"
"0101500141040420103","14104","u","1","10150","202303","1","2"
"0101500141040420203","14104","u","2","10150","202303","1","2"
"0101500141040420503","14104","u","5","10150","202303","1","2"
"0101500141040420603","14104","u","6","10150","202303","1","1"
"0101500141040420703","14104","u","7","10150","202303","1","2"
"0101500141040420803","14104","u","8","10150","202303","1","2"
"0101500141040420903","14104","u","9","10150","202303","1","1"
"0101500142010350103","14201","u","1","10150","202303","1","1"
"0101500142010350203","14201","u","2","10150","202303","1","1"
"0101500142010350303","14201","u","3","10150","202303","1","1"
"0101500142010350403","14201","u","4","10150","202303","1","1"
"0101500142010350503","14201","u","5","10150","202303","1","2"
"0101500142010350603","14201","u","6","10150","202303","1","1"
